id,lng,lat,beautiful_score,livelier_score,safer_score,wealthier_score,1-boring,1-depressing,total
1278,121.4226139,31.3532638,0.87962763,0.682554554,0.829622917,0.746452276,0.604036094,0.744556261,0.747808289
1279,121.4228059,31.35277469,0.825404568,0.717175543,0.79856278,0.716372528,0.611537593,0.70850119,0.729592367
1280,121.4229832,31.35227959,0.867371736,0.717582387,0.826546112,0.74332708,0.617596612,0.738379682,0.751800602
1281,121.4231612,31.35178518,0.725556461,0.646256846,0.713870623,0.641601285,0.576280446,0.638842642,0.657068051
1282,121.4233367,31.35129035,0.294973307,0.372586331,0.362267363,0.390332552,0.423110625,0.392011131,0.372546885
1287,121.421275,31.35509617,0.905010582,0.649521929,0.821103406,0.746669356,0.612983735,0.757433,0.748787001
1288,121.4239676,31.35502488,0.899246639,0.628729079,0.840766041,0.745708312,0.585312642,0.75315353,0.742152707
1289,121.4218864,31.35519742,0.911453542,0.648780497,0.840080393,0.757387282,0.605722959,0.764800976,0.754704275
1290,121.4226143,31.35539285,0.908420496,0.662041897,0.830719341,0.754279384,0.615221063,0.762090993,0.755462196
1291,121.4231609,31.3554588,0.905612487,0.649236646,0.827029387,0.748642531,0.610502588,0.758396673,0.749903385
1293,121.4254715,31.35535253,0.890054675,0.675230777,0.795367017,0.735958218,0.626109278,0.747202284,0.744987042
1294,121.4259809,31.35546355,0.908700388,0.644414837,0.82584416,0.749222369,0.609960766,0.761948148,0.750015111
1295,121.4264906,31.35558135,0.912642589,0.705701156,0.843345391,0.767452288,0.63253455,0.772241636,0.772319602
1296,121.4270006,31.35569481,0.90596199,0.713278139,0.833396637,0.760281204,0.637889516,0.76675044,0.769592988
1299,121.4298699,31.35339358,0.492373583,0.414812414,0.524873882,0.493173215,0.454552885,0.5,0.47996433
1303,121.4298174,31.35480903,0.262212585,0.24576554,0.275443568,0.315173744,0.39872764,0.356588458,0.308985256
1309,121.4293634,31.35633222,0.179923273,0.245091951,0.21132721,0.272200977,0.381575563,0.304760358,0.265813222
1311,121.4279789,31.35594807,0.849865989,0.53601367,0.754694439,0.68137735,0.566925837,0.708194191,0.682845246
1318,121.4327313,31.35715133,0.862835465,0.711306267,0.784646476,0.724130688,0.641398225,0.732672824,0.742831658
1319,121.4329677,31.35668153,0.835597325,0.767680806,0.759088289,0.7146583,0.664333954,0.717409779,0.743128076
1320,121.4332022,31.35621075,0.812175519,0.635175319,0.693537675,0.66454173,0.62158804,0.68559028,0.685434761
1321,121.4334368,31.35573996,0.852230123,0.611643767,0.727125186,0.688223939,0.614056581,0.711181276,0.700743479
1322,121.4336713,31.35526918,0.821308897,0.626605681,0.746722312,0.676284804,0.599221478,0.696083028,0.694371033
1323,121.4339059,31.3547984,0.839957746,0.646735141,0.761812885,0.697110931,0.61130423,0.710327961,0.711208149
1329,121.4470254,31.35930632,0.200472046,0.52454532,0.261019838,0.340657957,0.515748395,0.339022911,0.363577745
1330,121.4424458,31.35899822,0.742289114,0.466026571,0.599241402,0.590292168,0.562282563,0.626678546,0.597801727
1331,121.4419226,31.35895245,0.829667531,0.572698185,0.692889815,0.664268586,0.601768051,0.690344812,0.67527283
1332,121.4413967,31.35895298,0.7408669,0.465869173,0.621164356,0.586573856,0.55546692,0.628118393,0.5996766
1333,121.4434886,31.3591049,0.5,0.353417913,0.414448148,0.442796456,0.508284253,0.494491804,0.452239762
1341,121.4429715,31.35902168,0.731842169,0.528937806,0.645260121,0.603795679,0.566072895,0.630405931,0.6177191
1348,121.4413976,31.35849283,0.71747053,0.426227262,0.594342805,0.576295016,0.53462366,0.612055317,0.576835765
1349,121.441641,31.35802814,0.667743647,0.5,0.607959599,0.568814299,0.544524836,0.59529711,0.580723249
1350,121.4417903,31.35752784,0.641657006,0.643797219,0.612908935,0.585838402,0.595087838,0.592559454,0.611974809
1351,121.4416417,31.35702853,0.635688635,0.513321678,0.581707252,0.549673762,0.547329382,0.578489512,0.567701704
1352,121.4413923,31.35656623,0.174107783,0.31671456,0.210180962,0.276537171,0.422624327,0.303955744,0.284020091
1370,121.4553013,31.35641464,0.185754138,0.133700457,0.202635567,0.262149418,0.299546753,0.301025863,0.230802033
1371,121.4550963,31.35692475,0.197985765,0.130682797,0.211744946,0.270136125,0.297470038,0.309123211,0.23619048
1372,121.4559253,31.35488467,0.200290493,0.129149694,0.208446163,0.264294747,0.301818394,0.309617185,0.235602779
1373,121.4557369,31.35537529,0.201550711,0.128733708,0.205451252,0.258788556,0.308494002,0.309835377,0.235475601
1374,121.4644237,31.35740261,0.868633168,0.671748195,0.79305196,0.726261735,0.620211838,0.733834449,0.735623558
1375,121.4639376,31.35721054,0.839580501,0.600159818,0.757939881,0.691573555,0.590198862,0.705449347,0.697483661
1376,121.4634572,31.35700477,0.88849099,0.649709312,0.801899955,0.73453465,0.615014875,0.746110444,0.739293371
1377,121.4629813,31.35678451,0.813948214,0.593690718,0.728268683,0.671876933,0.591135746,0.687239866,0.681026693
1378,121.4624951,31.35659255,0.785492315,0.487263511,0.717472031,0.644493826,0.526607693,0.658237887,0.636594544
1379,121.462014,31.35638926,0.876860992,0.644343371,0.804954544,0.728184614,0.601667668,0.737203137,0.732202388
1380,121.46153,31.35619076,0.566421852,0.588867463,0.587128386,0.546152242,0.553016483,0.551686017,0.565545407
1381,121.4610531,31.35597355,0.628986354,0.431977262,0.60314389,0.544172674,0.489711606,0.569101493,0.544515547
1382,121.4605674,31.35578052,0.458504264,0.31894502,0.466134946,0.442504891,0.426629782,0.475633815,0.43139212
1383,121.4600818,31.3555873,0.631670055,0.642019782,0.647785217,0.593760154,0.565145023,0.588641483,0.611503619
1384,121.4596029,31.35537697,0.27597082,0.215693902,0.305393884,0.336133319,0.356013686,0.365508239,0.309118975
1385,121.459119,31.35517795,0.464006743,0.355001078,0.481592359,0.454186682,0.435936688,0.48136653,0.445348347
1386,121.4586398,31.35496831,0.505258604,0.337603881,0.50846042,0.467552082,0.432240981,0.5,0.458519328
1387,121.458154,31.35477533,0.591303671,0.472151834,0.599640464,0.538402673,0.493643989,0.553775656,0.541486381
1388,121.4576675,31.35458183,0.203121645,0.314699481,0.241778993,0.298182925,0.430766804,0.32750295,0.302675466
1389,121.4571901,31.35436483,0.34808715,0.377129038,0.368010254,0.414376408,0.467004052,0.423975597,0.39976375
1390,121.4567052,31.35416645,0.723792771,0.366139628,0.682464933,0.584255274,0.448998039,0.609562602,0.569202208
1436,121.4847113,31.35610547,0.866737816,0.609889369,0.741254475,0.694596488,0.612282179,0.721146827,0.707651192
1437,121.4845052,31.35658437,0.872076344,0.599184894,0.74643167,0.69983538,0.609170968,0.725773513,0.708745462
1438,121.484256,31.35704728,0.805280721,0.5,0.661462665,0.626984069,0.572554903,0.665579228,0.638643598
1443,121.4848761,31.35742696,0.805280721,0.5,0.661462665,0.626984069,0.572554903,0.665579228,0.638643598
1444,121.4850646,31.35693648,0.813987949,0.548411157,0.652532809,0.642657413,0.596395472,0.67134178,0.654221097
1445,121.4852579,31.35644786,0.842008569,0.590315375,0.701037174,0.668681526,0.608624789,0.699675327,0.685057127
1446,121.4855129,31.35599096,0.827465047,0.562298249,0.674161099,0.65164288,0.599205115,0.684700785,0.666578863
1447,121.4858049,31.35555452,0.817773958,0.557758356,0.659725298,0.646793903,0.597783116,0.678033231,0.659644644
1448,121.4860679,31.35510074,0.807800287,0.562842273,0.647701867,0.641396174,0.600049798,0.667638657,0.654571509
1449,121.4863144,31.35463937,0.850762092,0.5764147,0.693020339,0.670010646,0.605461487,0.703097841,0.683127851
1450,121.4865903,31.35420423,0.716815125,0.400432414,0.580616653,0.550639127,0.52747424,0.609912173,0.564314955
1451,121.4870331,31.3542732,0.688359053,0.446727114,0.56855995,0.555229972,0.549129918,0.598491459,0.567749578
1479,121.4957676,31.35481991,0.817069557,0.719023708,0.755249444,0.704115584,0.633580908,0.703100444,0.722023274
1480,121.4952677,31.35465828,0.800502586,0.774708073,0.784997722,0.729526054,0.639222439,0.699184173,0.738023508
1481,121.4947674,31.35449617,0.27885764,0.612448657,0.335243615,0.39801968,0.574172917,0.397574768,0.432719546
1482,121.4942621,31.35435108,0.182189192,0.662925954,0.243988915,0.347207582,0.589460557,0.331998877,0.392961846
1483,121.493771,31.35416346,0.16683954,0.635005586,0.224678344,0.331934887,0.570970892,0.31665848,0.374347955
1484,121.4932727,31.3539953,0.21531945,0.38143075,0.262593211,0.317194875,0.455181211,0.340325723,0.328674203
1485,121.4927583,31.35390127,0.258039104,0.461126941,0.299217721,0.354768527,0.5,0.37107094,0.374037206
1495,121.4972382,31.35424265,0.227370254,0.821314802,0.302599108,0.447898377,0.679822859,0.390083348,0.478181458
1496,121.49745,31.35376155,0.249224331,0.735475027,0.336351438,0.428112448,0.614127567,0.391338218,0.459104838
1519,121.5248479,31.35416065,0.377408259,0.572543411,0.395063387,0.422791378,0.567583286,0.449224073,0.464102299
1520,121.5252721,31.35514905,0.61515562,0.5,0.582428364,0.537277037,0.524883628,0.566361173,0.55435097
1525,121.525713,31.35610135,0.403726057,0.586659368,0.40582269,0.434816828,0.581298195,0.464580298,0.479483906
1526,121.525929,31.35657666,0.676854174,0.535469133,0.595886771,0.564314363,0.570839923,0.600751059,0.590685904
1532,121.5307886,31.35480734,0.647135732,0.435679855,0.564657004,0.524437812,0.519494237,0.574096232,0.544250145
1533,121.5306043,31.35431536,0.621326942,0.398811275,0.535159114,0.507618419,0.5,0.558964472,0.52031337
1535,121.5311224,31.35580302,0.271976849,0.175544679,0.243888599,0.291577766,0.382589411,0.353505569,0.286513812
1536,121.5313176,31.35628895,0.238877315,0.143790055,0.224800601,0.26548468,0.340964511,0.329718109,0.257272545
1541,121.5314821,31.35527832,0.20547397,0.633209876,0.227634172,0.331048749,0.608580044,0.343285262,0.391538679
1542,121.5320006,31.35521546,0.466289681,0.663181624,0.46647243,0.48652164,0.609589752,0.5,0.532009188
1544,121.5329859,31.35486053,0.381481884,0.291210145,0.342649556,0.363340207,0.457129619,0.428008644,0.377303343
1545,121.5334827,31.35469477,0.392123231,0.19108333,0.338025019,0.360734182,0.391195029,0.424733673,0.349649077
1546,121.5339578,31.35447095,0.32891026,0.177416589,0.257577937,0.321680496,0.408463934,0.38578893,0.313306358
1547,121.5344471,31.35428627,0.402102627,0.188678557,0.319889499,0.355521228,0.408843556,0.42794406,0.350496588
1558,121.5276608,31.35459534,0.242033901,0.423223125,0.237617622,0.312067652,0.528366112,0.354141677,0.349575015
1559,121.5281308,31.35435991,0.196129954,0.635034934,0.201208736,0.334089672,0.625081162,0.338809943,0.3883924
1560,121.5286106,31.35414862,0.228396459,0.60555387,0.219747538,0.353447729,0.611017145,0.359710286,0.396312171
1561,121.529116,31.35401008,0.203050503,0.684971661,0.214998798,0.350431064,0.6406443,0.349863568,0.407326649
1567,121.5353669,31.35509122,0.394656728,0.68438295,0.41517504,0.456640697,0.622628312,0.469960203,0.507240655
1568,121.5352201,31.35458734,0.29715571,0.528627731,0.290271376,0.358687369,0.575481631,0.39601138,0.407705866
1569,121.535069,31.35408369,0.366406924,0.258682349,0.302865787,0.360747643,0.464166978,0.416778268,0.361607992
1605,121.5589185,31.36005977,0.550966936,0.253809615,0.510314458,0.469888035,0.393461033,0.513014596,0.448575779
1606,121.5594004,31.35986532,0.334788877,0.163060686,0.320807788,0.339753327,0.338781356,0.390651768,0.314640634
1607,121.5598946,31.35968592,0.480861972,0.217088016,0.444269612,0.421773105,0.376558524,0.474135162,0.402447732
1608,121.5603834,31.35949321,0.46774453,0.230693733,0.436566083,0.419118608,0.383294576,0.469195771,0.401102217
1609,121.5608773,31.35931366,0.319324783,0.177583441,0.313792265,0.331369881,0.351890714,0.384144057,0.313017524
1610,121.5613697,31.35913028,0.410340364,0.195816354,0.394402438,0.3864835,0.353669803,0.43561797,0.362721738
1611,121.5618582,31.35893689,0.478822587,0.231894018,0.448921829,0.429828475,0.380612694,0.475275201,0.407559134
1612,121.5623554,31.35876547,0.378628784,0.184278501,0.358053966,0.368292748,0.353863315,0.418434578,0.343591982
1613,121.5628435,31.3585713,0.348251253,0.166355352,0.322001714,0.345165202,0.34584723,0.398485464,0.321017703
1632,121.5639302,31.35456595,0.55983831,0.465196977,0.533186855,0.517340602,0.52127178,0.538191044,0.522504261
1633,121.564095,31.35406877,0.543178424,0.536390691,0.561402995,0.526017319,0.528134582,0.536513348,0.538606227
1634,121.5641347,31.35354596,0.746924966,0.695287036,0.734664834,0.666128586,0.601657357,0.655554837,0.683369603
1635,121.5642084,31.35303148,0.640389282,0.583630154,0.649863271,0.590473639,0.535779604,0.588062392,0.598033057
1677,121.5734417,31.35541031,0.389156249,0.645046552,0.469354218,0.5,0.560768389,0.470807007,0.505855403
1678,121.5734399,31.35488437,0.646457973,0.518789988,0.646423697,0.576726957,0.515634535,0.587032056,0.581844201
1680,121.5733949,31.35383559,0.391001302,0.362477668,0.436683104,0.430880134,0.426186764,0.44473679,0.415327627
1726,121.5834238,31.35629546,0.472730654,0.315577262,0.457921149,0.434757854,0.434663699,0.481007434,0.432776342
1727,121.5839365,31.35619642,0.615043588,0.311674255,0.543210661,0.5,0.448164886,0.549347782,0.494573529
1729,121.5824465,31.35650874,0.40585834,0.259766004,0.393814408,0.396546115,0.40203365,0.441958851,0.383329561
1730,121.5829666,31.3565473,0.216154888,0.234215691,0.252845714,0.297207697,0.370973184,0.330332839,0.283621669
1733,121.5817011,31.35748242,0.402586614,0.321919198,0.415952817,0.412177908,0.434126887,0.447384886,0.405691385
1745,121.5885123,31.35480582,0.88113273,0.633929268,0.766700305,0.714200108,0.616590798,0.734173968,0.72445453
1746,121.5889766,31.35456578,0.537316956,0.259942953,0.475801153,0.449679259,0.422328557,0.506608923,0.4419463
1747,121.5894387,31.35432029,0.643816824,0.313963166,0.556258529,0.507954535,0.454339721,0.562802736,0.506522585
1748,121.5899102,31.35408803,0.664971239,0.323031446,0.579994021,0.522523906,0.458899156,0.576623826,0.521007266
1749,121.5903751,31.35385012,0.82630992,0.473582256,0.729323661,0.649187117,0.534732309,0.685036591,0.649695309
1750,121.5908714,31.3536828,0.694405029,0.356017177,0.631180125,0.559473469,0.459201574,0.596058949,0.549389387
1755,121.584486,31.35599968,0.849733928,0.542227222,0.750051333,0.678632417,0.568459287,0.706630563,0.682622458
1766,121.3978534,31.34903724,0.876438012,0.57428881,0.791528461,0.712584941,0.574797923,0.730725462,0.710060602
