id,lng,lat,total_2019,total_2013,difference
20438,121.4498199,31.27815669,0.574892774,0.702111599,-0.127218825
20439,121.4493275,31.27797815,0.498633692,0.631525463,-0.132891771
20440,121.4488309,31.27780723,0.528037932,0.652056021,-0.124018089
20446,121.4511232,31.27997139,0.646498809,0.74519791,-0.098699101
20457,121.4508989,31.28079114,0.676472216,0.62258405,0.053888166
20458,121.4510138,31.28027946,0.536213002,0.551635444,-0.015422442
20459,121.4525678,31.28130785,0.668575138,0.624320325,0.044254813
20460,121.4520418,31.28130531,0.664534804,0.645154018,0.019380786
20461,121.4515159,31.28130278,0.629672988,0.583619971,0.046053017
20462,121.4509899,31.28130025,0.424245785,0.450323408,-0.026077623
20467,121.4542229,31.28230313,0.711706169,0.735398818,-0.023692649
20468,121.4546111,31.28135655,0.631100197,0.681839071,-0.050738874
20470,121.455663,31.28135961,0.654280914,0.601009802,0.053271112
20471,121.4561874,31.28139512,0.622598733,0.560090011,0.062508722
20472,121.456713,31.28140734,0.39689835,0.382259391,0.014638959
20473,121.4542957,31.28084763,0.572950784,0.472034402,0.100916382
20483,121.4535605,31.28130877,0.519719677,0.486019441,0.033700236
20484,121.4539805,31.28184467,0.708523553,0.743739353,-0.0352158
20489,121.4567526,31.28240906,0.695873494,0.600775648,0.095097846
20491,121.4607011,31.28096477,0.753486361,0.68860667,0.064879691
20492,121.4608147,31.28045261,0.770179023,0.745872767,0.024306256
20493,121.4609214,31.27994137,0.745750343,0.712789448,0.032960895
20495,121.4610896,31.27891591,0.770457932,0.751730112,0.01872782
20496,121.4611932,31.27840442,0.747962649,0.722092361,0.025870288
20501,121.4631394,31.28180329,0.478053434,0.547513599,-0.069460165
20502,121.4636575,31.28171756,0.430430564,0.431793236,-0.001362672
20503,121.4569304,31.28090685,0.493575703,0.439821453,0.05375425
20504,121.4572147,31.28048396,0.559970608,0.688757345,-0.128786737
20505,121.4573178,31.27997692,0.603731768,0.680511236,-0.076779468
20506,121.4573194,31.279451,0.567944969,0.691371817,-0.123426848
20507,121.4574634,31.27895155,0.665820088,0.760791867,-0.094971779
20508,121.4577037,31.27848544,0.530428899,0.544442149,-0.01401325
20509,121.4579446,31.27802036,0.609425543,0.64924219,-0.039816647
20510,121.4581745,31.27754932,0.565983567,0.695480309,-0.129496742
20511,121.4600026,31.2819724,0.463433395,0.434319304,0.029114091
20512,121.4594799,31.28192289,0.548644263,0.600080517,-0.051436254
20513,121.458956,31.28188729,0.60095734,0.627842625,-0.026885285
20514,121.4584435,31.28176942,0.600273321,0.551345681,0.04892764
20515,121.4579324,31.28164534,0.556673049,0.481616047,0.075057002
20516,121.4574089,31.28161224,0.54330323,0.449847099,0.093456131
20517,121.4608549,31.27756311,0.771050815,0.755420716,0.015630099
20518,121.4603838,31.27732962,0.783422051,0.771687187,0.011734864
20520,121.4612733,31.27791509,0.477940968,0.456752304,0.021188664
20521,121.4626439,31.27791906,0.738424033,0.726416762,0.012007271
20524,121.4636829,31.27673743,0.733160261,0.635917828,0.097242433
20525,121.4639791,31.27631217,0.690108818,0.576865976,0.113242842
20526,121.4637257,31.28115952,0.727425626,0.66920393,0.058221696
20528,121.4635927,31.28012219,0.702968029,0.562651275,0.140316754
20529,121.4635494,31.27959917,0.720170223,0.707565432,0.012604791
20530,121.4634104,31.27910386,0.756090438,0.683631849,0.072458589
20531,121.4631036,31.27870048,0.698437816,0.687445686,0.01099213
20532,121.4626666,31.27841798,0.754697544,0.739586392,0.015111152
20533,121.4643088,31.28166327,0.446371521,0.452913509,-0.006541988
20534,121.4653083,31.28141398,0.517248058,0.507891996,0.009356062
20535,121.4657937,31.28121144,0.511466597,0.533905284,-0.022438687
20536,121.4662947,31.28105161,0.442088374,0.538826063,-0.096737689
20537,121.4667966,31.28089529,0.430726655,0.424140726,0.006585929
20538,121.4673013,31.28074879,0.450825228,0.450128164,0.000697064
20539,121.467811,31.28061914,0.462698246,0.446185583,0.016512663
20544,121.4703035,31.27978975,0.385578568,0.349342516,0.036236052
20546,121.4705325,31.27799921,0.664750975,0.645756769,0.018994206
20547,121.4704443,31.27748091,0.66630893,0.581831076,0.084477854
20548,121.4702683,31.27699424,0.657222505,0.615859388,0.041363117
20549,121.469962,31.27657085,0.569863922,0.519118021,0.050745901
20551,121.4712093,31.27920832,0.412699271,0.409816311,0.00288296
20552,121.4726879,31.27835331,0.448682886,0.447891027,0.000791859
20554,121.4736171,31.2778628,0.452496039,0.442548857,0.009947182
20565,121.4729444,31.27978602,0.647521311,0.705221381,-0.05770007
20567,121.4723204,31.27894683,0.663464774,0.640454182,0.023010592
20576,121.4773214,31.27993777,0.61569798,0.670623924,-0.054925944
20587,121.4788817,31.28222281,0.685409854,0.656788843,0.028621011
20588,121.4794075,31.28221916,0.737587935,0.693897761,0.043690174
20589,121.479922,31.28211637,0.772892695,0.766131613,0.006761082
20590,121.4804363,31.28201072,0.78152635,0.768127803,0.013398547
20591,121.4809386,31.28186698,0.734734648,0.703016191,0.031718457
20592,121.4814448,31.2817339,0.668503981,0.642259617,0.026244364
20593,121.4807568,31.27776134,0.588645289,0.586582037,0.002063252
20594,121.4803081,31.27748734,0.687123615,0.674781604,0.012342011
20595,121.4798537,31.27722357,0.630953224,0.675748899,-0.044795675
20596,121.4855751,31.27849835,0.514785259,0.558004923,-0.043219664
20597,121.4850491,31.27850034,0.71625634,0.66967577,0.04658057
20598,121.4845232,31.27850045,0.566023453,0.676460626,-0.110437173
20599,121.4839972,31.27850055,0.531552814,0.592256921,-0.060704107
20600,121.4834715,31.27848954,0.734085618,0.774070545,-0.039984927
20601,121.4829477,31.2784454,0.683572937,0.715834061,-0.032261124
20602,121.4824246,31.27839364,0.631771021,0.631554587,0.000216434
20603,121.4819194,31.2782564,0.606768892,0.575692899,0.031075993
20604,121.4814097,31.27813014,0.701041307,0.730659627,-0.02961832
20605,121.4859921,31.2779602,0.703668985,0.761781869,-0.058112884
20607,121.486024,31.27691914,0.768570231,0.764350064,0.004220167
20609,121.4866261,31.27845324,0.624289695,0.641188645,-0.01689895
20610,121.487152,31.2784499,0.650802262,0.630164204,0.020638058
20611,121.4876779,31.27844984,0.63210268,0.663058609,-0.030955929
20612,121.4882039,31.27844977,0.635179137,0.596202175,0.038976962
20613,121.4887299,31.27844971,0.682059898,0.668108679,0.013951219
20618,121.4822146,31.27559803,0.604851713,0.663765365,-0.058913652
20619,121.4823236,31.275086,0.635041695,0.714928309,-0.079886614
20620,121.4824156,31.27456937,0.73379927,0.736246107,-0.002446837
20621,121.4825106,31.27405336,0.675400913,0.732456691,-0.057055778
20622,121.4814725,31.28118732,0.748764926,0.690939016,0.05782591
20623,121.4812782,31.28070221,0.733556662,0.721630617,0.011926045
20624,121.4810612,31.28022667,0.690413385,0.753617979,-0.063204594
20625,121.4807509,31.2798076,0.751813413,0.671869571,0.079943842
20626,121.4803033,31.27955364,0.733743238,0.563232195,0.170511043
20627,121.4798631,31.2792774,0.657882203,0.675847212,-0.017965009
20628,121.479609,31.27883307,0.752989953,0.756390175,-0.003400222
20629,121.4796546,31.27831231,0.707830661,0.691566586,0.016264075
20630,121.4797397,31.27779495,0.731333615,0.734310283,-0.002976668
20632,121.4856053,31.28120359,0.763109405,0.76709503,-0.003985625
20633,121.4850793,31.28120355,0.770251667,0.783742417,-0.01349075
20634,121.4845534,31.28120351,0.748752301,0.786868893,-0.038116592
20635,121.4840283,31.28121992,0.721099866,0.747212816,-0.02611295
20636,121.4835085,31.28129696,0.787235187,0.789047837,-0.00181265
20637,121.4829913,31.28138112,0.760545527,0.777597567,-0.01705204
20638,121.4824814,31.28149999,0.777397761,0.759045498,0.018352263
20639,121.4819712,31.28161795,0.752144439,0.770314793,-0.018170354
20640,121.4861038,31.28062684,0.770587805,0.772013366,-0.001425561
20641,121.4860948,31.28010109,0.774115026,0.726227628,0.047887398
20642,121.4860966,31.27957512,0.73777472,0.747189418,-0.009414698
20643,121.4860985,31.27904915,0.652719223,0.643751874,0.008967349
20644,121.4861003,31.27852317,0.446801163,0.458491091,-0.011689928
20646,121.487176,31.28110145,0.784119735,0.76371537,0.020404365
20649,121.4901723,31.27824245,0.729589806,0.748951125,-0.019361319
20650,121.4906983,31.2782453,0.68224985,0.724913547,-0.042663697
20651,121.4912243,31.2782442,0.669780077,0.705613961,-0.035833884
20652,121.4917502,31.27824271,0.59872907,0.670902616,-0.072173546
20653,121.4902421,31.27844985,0.716595415,0.733087771,-0.016492356
20655,121.491294,31.27845018,0.652978815,0.701534076,-0.048555261
20656,121.49182,31.27845034,0.521698801,0.627010437,-0.105311636
20657,121.4888466,31.27792377,0.586745375,0.583736798,0.003008577
20660,121.4885332,31.27639171,0.604512602,0.5801057,0.024406902
20663,121.4914824,31.28105227,0.673816256,0.769888746,-0.09607249
20671,121.4904319,31.28059514,0.752085505,0.747965528,0.004119977
20672,121.4887743,31.28105244,0.749553804,0.777552373,-0.027998569
20673,121.4893003,31.28105207,0.760149421,0.750975416,0.009174005
20674,121.4898263,31.28105176,0.718844751,0.705215274,0.013629477
20675,121.4903523,31.28105145,0.770146772,0.746696758,0.023450014
20677,121.4921757,31.27785885,0.706811174,0.727545806,-0.020734632
20678,121.49213,31.27733536,0.747884906,0.74700052,0.000884386
20679,121.4920508,31.27681661,0.757299725,0.774724014,-0.017424289
20680,121.491965,31.27629916,0.738283483,0.750429296,-0.012145813
20681,121.4921668,31.2789048,0.72490591,0.69434646,0.03055945
20682,121.4921657,31.27943077,0.620035615,0.617173695,0.00286192
20686,121.4922851,31.27838171,0.557423491,0.54916032,0.008263171
20690,121.494521,31.27767525,0.622513314,0.629801481,-0.007288167
20692,121.4942869,31.27665211,0.646882004,0.645685613,0.001196391
20693,121.4941916,31.27613832,0.652684111,0.728098322,-0.075414211
20714,121.4919498,31.28218862,0.735747787,0.750896855,-0.015149068
20718,121.4920769,31.28004982,0.711322555,0.61763803,0.093684525
20720,121.4919887,31.28160578,0.729124999,0.693792511,0.035332488
20735,121.4963031,31.28229234,0.729502434,0.740720704,-0.01121827
20736,121.4968022,31.28212632,0.767742389,0.737742027,0.030000362
20737,121.4973013,31.28196029,0.722725055,0.761192034,-0.038466979
20743,121.5021645,31.27874836,0.641853617,0.671766717,-0.0299131
20744,121.4983887,31.27801385,0.540415839,0.459981989,0.08043385
20746,121.4976172,31.27729905,0.500101527,0.412955597,0.08714593
20747,121.497225,31.27694873,0.423506449,0.383283645,0.040222804
20748,121.4993657,31.27913884,0.475255789,0.43875226,0.036503529
20749,121.4990389,31.27872809,0.39828091,0.307257386,0.091023524
20750,121.4975605,31.27813787,0.518762242,0.468305501,0.050456741
20759,121.5004295,31.28112067,0.406502549,0.452425627,-0.045923078
20762,121.4985962,31.28142461,0.782682967,0.759705417,0.02297755
20763,121.4990881,31.28123988,0.786329016,0.781011684,0.005317332
20764,121.4995763,31.28104517,0.760794351,0.722507547,0.038286804
20765,121.50006,31.28084114,0.472300057,0.444416662,0.027883395
20769,121.5021571,31.27820587,0.754956433,0.778156065,-0.023199632
20770,121.5019529,31.27772234,0.703732417,0.755943871,-0.052211454
20771,121.5017253,31.27725132,0.764141705,0.77890878,-0.014767075
20772,121.5014683,31.27679903,0.756852726,0.717527889,0.039324837
20773,121.5034074,31.278732,0.724434408,0.673149019,0.051285389
20774,121.5029625,31.27900918,0.713937334,0.707891893,0.006045441
20775,121.5043061,31.27819751,0.729697385,0.677459593,0.052237792
20776,121.5047262,31.2778847,0.72810847,0.67678025,0.05132822
20777,121.5051398,31.27756528,0.704916382,0.701099999,0.003816383
20778,121.5055537,31.27724514,0.691997932,0.665221338,0.026776594
20779,121.5053882,31.27976785,0.592294461,0.657434532,-0.065140071
20780,121.5049664,31.27946673,0.621417979,0.647123416,-0.025705437
20781,121.5045976,31.27909344,0.676937442,0.609969536,0.066967906
20782,121.5042138,31.27873705,0.72026574,0.658100374,0.062165366
20783,121.5061597,31.27966052,0.7566422,0.751904049,0.004738151
20784,121.5065317,31.27928875,0.646240653,0.606491061,0.039749592
20785,121.5069014,31.27891466,0.666868574,0.60857777,0.058290804
20786,121.5072266,31.27850215,0.6130976,0.640156178,-0.027058578
20787,121.503566,31.280933,0.717927476,0.713787262,0.004140214
20790,121.5028161,31.27954876,0.628115653,0.731121166,-0.103005513
20791,121.5052127,31.28068122,0.687839843,0.748877923,-0.06103808
20792,121.5055708,31.28029764,0.661203891,0.713184033,-0.051980142
20793,121.5043627,31.28125431,0.672117815,0.694233954,-0.022116139
20794,121.5038703,31.28141049,0.726860965,0.713635803,0.013225162
20795,121.505163,31.28164177,0.624393079,0.69589021,-0.071497131
20796,121.5049194,31.28117612,0.742467741,0.761213006,-0.018745265
20798,121.5067998,31.28038486,0.709351139,0.65302201,0.056329129
20799,121.5072792,31.28059414,0.737063463,0.756405918,-0.019342455
20800,121.507757,31.28080889,0.704710968,0.711350847,-0.006639879
20801,121.5082256,31.28104594,0.711710253,0.677937206,0.033773047
20802,121.5087077,31.28124986,0.72839127,0.703476031,0.024915239
20803,121.5096005,31.2802101,0.726274664,0.719360672,0.006913992
20804,121.5105973,31.27972685,0.674678547,0.596582588,0.078095959
20805,121.5107528,31.27865833,0.732389524,0.675687431,0.056702093
20806,121.5104534,31.27908377,0.689499052,0.67305193,0.016447122
20810,121.5107086,31.27971849,0.685199505,0.578719896,0.106479609
20811,121.5116149,31.27834362,0.514759602,0.520460015,-0.005700413
20812,121.5121264,31.27845018,0.672686676,0.637485065,0.035201611
20813,121.5126361,31.27856952,0.723125074,0.693058857,0.030066217
20814,121.5131411,31.2787063,0.565123464,0.582365909,-0.017242445
20815,121.5136313,31.27889225,0.465306907,0.527575911,-0.062269004
20816,121.5070148,31.27792826,0.714476865,0.660940984,0.053535881
20817,121.506582,31.27763106,0.725610422,0.678013911,0.047596511
20818,121.5061418,31.27734457,0.673403862,0.754749154,-0.081345292
20819,121.5079017,31.27848598,0.560618719,0.609495729,-0.04887701
20820,121.508349,31.27876051,0.537531431,0.571521461,-0.03399003
20821,121.5087937,31.27903913,0.53742236,0.571065296,-0.033642936
20822,121.5092425,31.27931051,0.577677511,0.588033592,-0.010356081
20823,121.5096809,31.27959925,0.578676172,0.600752082,-0.02207591
20826,121.5096684,31.27763663,0.619821214,0.60652597,0.013295244
20829,121.50783,31.27788592,0.634313372,0.64799409,-0.013680718
20830,121.5081753,31.27749065,0.638247552,0.713109676,-0.074862124
20831,121.5085254,31.27709978,0.652162176,0.623190244,0.028971932
20837,121.5099657,31.28049265,0.629942622,0.580212901,0.049729721
20838,121.5107471,31.28009916,0.769650856,0.714040163,0.055610693
20840,121.5094502,31.28045511,0.68916599,0.741116252,-0.051950262
20841,121.5138184,31.27840653,0.462508551,0.604867549,-0.142358998
20842,121.5140046,31.27792017,0.376677233,0.403477614,-0.026800381
20843,121.5141319,31.27741328,0.38891026,0.42196526,-0.033055
20844,121.5132179,31.2804865,0.568557983,0.731484048,-0.162926065
20845,121.5133729,31.27998471,0.575928144,0.763264205,-0.187336061
20847,121.5136754,31.27897786,0.465306907,0.527575911,-0.062269004
20856,121.5142165,31.27896081,0.568653208,0.601294681,-0.032641473
20857,121.5147296,31.27907009,0.75863377,0.7388372,0.01979657
20858,121.5152364,31.27919967,0.767138659,0.7582135,0.008925159
20860,121.5162485,31.27943956,0.753767974,0.759494378,-0.005726404
20861,121.516755,31.27957075,0.770328192,0.772691617,-0.002363425
20862,121.5172512,31.27974023,0.744362029,0.734725747,0.009636282
20863,121.5177515,31.27989782,0.692972445,0.735380501,-0.042408056
20864,121.5182463,31.28007118,0.714844211,0.774298932,-0.059454721
20865,121.5187445,31.28023479,0.763978675,0.729097786,0.034880889
20866,121.5202703,31.27830886,0.632922277,0.669890889,-0.036968612
20867,121.5205282,31.2778524,0.726373348,0.748004281,-0.021630933
20868,121.5207802,31.27739331,0.706235323,0.738009995,-0.031774672
20869,121.5210226,31.27920801,0.71621328,0.687714548,0.028498732
20870,121.5205533,31.27897063,0.732320288,0.730315398,0.00200489
20871,121.5200609,31.27878821,0.549918058,0.54504485,0.004873208
20876,121.517016,31.27771908,0.789461104,0.787769591,0.001691513
20877,121.5165034,31.27761698,0.781986971,0.780767933,0.001219038
20878,121.5160014,31.27746367,0.483783017,0.50523745,-0.021454433
20879,121.5154944,31.27732988,0.413919945,0.440509196,-0.026589251
20881,121.5178212,31.27791299,0.791659468,0.785973993,0.005685475
20882,121.5187997,31.27823822,0.78922673,0.79223009,-0.00300336
20883,121.5192899,31.27841553,0.753933028,0.789710127,-0.035777099
20886,121.5219326,31.27973157,0.608148131,0.538705234,0.069442897
20890,121.5238015,31.28067282,0.401850978,0.376530534,0.025320444
20891,121.5242683,31.28091358,0.505440941,0.469773462,0.035667479
20892,121.5247265,31.28116,0.485926305,0.479959907,0.005966398
20893,121.5251851,31.28140554,0.447123612,0.381487514,0.065636098
20894,121.5189529,31.28079338,0.625700293,0.570285849,0.055414444
20895,121.5187077,31.28125365,0.641616321,0.633259086,0.008357235
20896,121.5184229,31.28169466,0.615591611,0.662597307,-0.047005696
20897,121.5180981,31.28210539,0.748088099,0.689349435,0.058738664
20898,121.5195034,31.27990409,0.65205618,0.577737363,0.074318817
20899,121.51973,31.27943333,0.530279951,0.494856193,0.035423758
20900,121.5199678,31.27896833,0.680448563,0.650718327,0.029730236
20905,121.5228642,31.27877837,0.723621283,0.688657096,0.034964187
20906,121.5233538,31.27896612,0.682301532,0.556989846,0.125311686
20907,121.5238408,31.27915995,0.637989531,0.588036904,0.049952627
20908,121.5243199,31.27937092,0.71648384,0.632794542,0.083689298
20909,121.5247894,31.27960071,0.663719086,0.599381046,0.06433804
20910,121.527427,31.27787817,0.42455462,0.608757675,-0.184203055
20912,121.5222707,31.28216714,0.760750671,0.712038637,0.048712034
20913,121.5225044,31.28169687,0.704491851,0.642561962,0.061929889
20914,121.5227423,31.28122863,0.651824022,0.51444115,0.137382872
20915,121.5229684,31.2807553,0.643766669,0.649429512,-0.005662843
20916,121.5256253,31.2810634,0.457250998,0.393071263,0.064179735
20917,121.5259735,31.28067417,0.592818491,0.443147879,0.149670612
20918,121.5262499,31.28023179,0.688582154,0.61125561,0.077326544
20919,121.5265631,31.27981416,0.595002978,0.543866285,0.051136693
20920,121.5269095,31.2794212,0.719433713,0.542739651,0.176694062
20921,121.5305588,31.27902481,0.496815203,0.536081299,-0.039266096
20922,121.5303405,31.27950266,0.511441975,0.559593929,-0.048151954
20923,121.5301058,31.27996964,0.583812374,0.649185757,-0.065373383
20924,121.5310242,31.27834295,0.500901422,0.542027272,-0.04112585
20925,121.530814,31.27774938,0.597915014,0.703308416,-0.105393402
20926,121.5315603,31.27746762,0.588359719,0.556487293,0.031872426
20927,121.5317735,31.27698827,0.62358159,0.666011125,-0.042429535
20929,121.5313542,31.27864055,0.45483424,0.4565239,-0.00168966
20931,121.5323793,31.27887337,0.434759499,0.597296811,-0.162537312
20932,121.5328904,31.27899552,0.346696605,0.457483665,-0.11078706
20933,121.5334031,31.27911063,0.313702577,0.411140935,-0.097438358
20934,121.5339179,31.2792158,0.348634253,0.40430785,-0.055673597
20935,121.5277117,31.27925833,0.49554619,0.58000391,-0.08445772
20936,121.5282157,31.27938358,0.479889246,0.512194638,-0.032305392
20937,121.5287037,31.27956278,0.464940738,0.442598762,0.022341976
20938,121.5292054,31.27970333,0.468090099,0.496305058,-0.028214959
20939,121.5297018,31.27987258,0.47749014,0.435430238,0.042059902
20940,121.5278291,31.27838313,0.463108818,0.443514613,0.019594205
20941,121.5274698,31.2787669,0.629328754,0.691668542,-0.062339788
20945,121.530168,31.27842602,0.428619375,0.446258886,-0.017639511
20946,121.5306786,31.27855037,0.374993112,0.391499107,-0.016505995
20947,121.5305764,31.28009252,0.437903177,0.462613472,-0.024710295
20948,121.5310705,31.28026764,0.476509169,0.552248498,-0.075739329
20949,121.5315946,31.28029773,0.606659204,0.571857292,0.034801912
20950,121.5321057,31.28040227,0.629244913,0.634067169,-0.004822256
20951,121.5326176,31.28050444,0.660415259,0.715814829,-0.05539957
20952,121.5331271,31.28062235,0.689996892,0.69478479,-0.004787898
20953,121.5336486,31.28068315,0.602353647,0.624508704,-0.022155057
20954,121.5341654,31.28074882,0.681960537,0.632939222,0.049021315
20955,121.5346376,31.2809794,0.716021194,0.694305836,0.021715358
20956,121.5351213,31.28117888,0.697710336,0.685238171,0.012472165
20957,121.5356032,31.28138741,0.773512618,0.744568131,0.028944487
20961,121.5362157,31.27983586,0.421681223,0.556594341,-0.134913118
20962,121.5357208,31.27965776,0.414431173,0.629663385,-0.215232212
20963,121.5352043,31.27956095,0.394164972,0.544083315,-0.149918343
20964,121.5347035,31.27940004,0.343929333,0.563449893,-0.21952056
20969,121.5373425,31.27917972,0.467924846,0.4847586,-0.016833754
20971,121.5360015,31.28098778,0.772409949,0.766767722,0.005642227
20972,121.5363068,31.28055999,0.573840257,0.538786961,0.035053296
20973,121.5366211,31.28013837,0.299558913,0.282875531,0.016683382
20974,121.535404,31.28185334,0.734560758,0.727341389,0.007219369
20975,121.5351061,31.28228651,0.773560559,0.760316861,0.013243698
20976,121.5347722,31.28269277,0.732518028,0.759962705,-0.027444677
20977,121.5371839,31.28024281,0.29199977,0.442813102,-0.150813332
20978,121.5376538,31.28047736,0.299049369,0.544110547,-0.245061178
20979,121.5381133,31.28073267,0.329388364,0.527981878,-0.198593514
20980,121.5385823,31.2809707,0.295505849,0.613892823,-0.318386974
20981,121.5390423,31.28122524,0.329305821,0.6521977,-0.322891879
20985,121.5382496,31.27802672,0.662431782,0.672960479,-0.010528697
20986,121.5397957,31.28172479,0.454270599,0.533735848,-0.079465249
20987,121.5456231,31.27923052,0.72820937,0.636575025,0.091634345
20988,121.5452286,31.27957693,0.70803714,0.751544589,-0.043507449
20989,121.5448509,31.279943,0.713203484,0.763934967,-0.050731483
20991,121.5455686,31.2785293,0.424801672,0.276898324,0.147903348
20992,121.5451916,31.27816416,0.514529149,0.293518314,0.221010835
20993,121.5447342,31.27790647,0.739347691,0.533172856,0.206174835
20994,121.544356,31.27756619,0.640112337,0.414322271,0.225790066
20995,121.5464102,31.27854288,0.546551828,0.426801572,0.119750256
20996,121.5468295,31.27822835,0.479286944,0.383816997,0.095469947
20997,121.5472233,31.27788155,0.405205799,0.370293099,0.0349127
20998,121.5439952,31.27994912,0.543203964,0.677880976,-0.134677012
20999,121.5436124,31.27958945,0.48449372,0.768459057,-0.283965337
21000,121.5432393,31.27921871,0.531890278,0.732001787,-0.200111509
21001,121.5428462,31.27887161,0.453465093,0.450145688,0.003319405
21002,121.5424266,31.27855791,0.493542437,0.445904262,0.047638175
21003,121.5420365,31.27820853,0.459507967,0.409156744,0.050351223
21004,121.5416155,31.27789693,0.469504806,0.409219739,0.060285067
21005,121.5411756,31.27761488,0.452466592,0.379194341,0.073272251
21006,121.5407533,31.27731045,0.416097191,0.350991663,0.065105528
21008,121.5399107,31.27669152,0.429078258,0.379293171,0.049785087
21009,121.5394331,31.27647877,0.388364008,0.385203751,0.003160257
21010,121.5440518,31.28064544,0.645850836,0.711928717,-0.066077881
21011,121.543632,31.28095995,0.72285128,0.76729727,-0.04444599
21027,121.5478782,31.28101119,0.526359952,0.461621693,0.064738259
21028,121.5463942,31.27917126,0.679723063,0.640917182,0.038805881
21029,121.5467709,31.27953548,0.654218671,0.620291234,0.033927437
21030,121.5471432,31.27990508,0.621535542,0.538329503,0.083206039
21031,121.5475875,31.28016654,0.642671576,0.587130921,0.055540655
21032,121.547991,31.28048232,0.583106612,0.541362492,0.04174412
21033,121.5523705,31.27984732,0.73331086,0.727752052,0.005558808
21034,121.552862,31.28003039,0.695745323,0.689711305,0.006034018
21035,121.5487414,31.27876307,0.710514002,0.74534828,-0.034834278
21036,121.5483292,31.27843786,0.587837629,0.701765833,-0.113928204
21038,121.547594,31.27769357,0.539828245,0.541049488,-0.001221243
21043,121.5499635,31.27933548,0.737786433,0.76643286,-0.028646427
21044,121.5504798,31.27941645,0.756846012,0.752056913,0.004789099
21045,121.5509831,31.27955558,0.687703859,0.74110706,-0.053403201
21046,121.5514923,31.27967285,0.735753221,0.767849035,-0.032095814
21056,121.5528745,31.2801013,0.695745323,0.689711305,0.006034018
21060,121.54832,31.28016591,0.612431683,0.596676239,0.015755444
21062,121.5489714,31.27934416,0.6957018,0.555077275,0.140624525
21063,121.5556324,31.2775252,0.564419056,0.425796284,0.138622772
21066,121.5549873,31.27823358,0.405479628,0.402765745,0.002713883
21067,121.5544758,31.27814206,0.404024923,0.408675041,-0.004650118
21068,121.5539671,31.27803326,0.409525461,0.403473336,0.006052125
21069,121.5534826,31.27783336,0.407656987,0.404107156,0.003549831
21070,121.5529725,31.27772519,0.411800662,0.40326256,0.008538102
21071,121.5524602,31.2776314,0.405321584,0.403698907,0.001622677
21072,121.5519561,31.27749702,0.407710408,0.405667348,0.00204306
21073,121.5514411,31.27742133,0.410613854,0.407484667,0.003129187
21084,121.5546573,31.2804544,0.74327517,0.460336282,0.282938888
21089,121.5534706,31.28051314,0.756260632,0.716324894,0.039935738
21090,121.5530805,31.28016352,0.762144071,0.656326409,0.105817662
21154,121.582413,31.28169984,0.625793746,0.505421562,0.120372184
21155,121.5828768,31.28145187,0.729536306,0.650167208,0.079369098
21156,121.5833558,31.28123461,0.696319609,0.656448528,0.039871081
21157,121.5838177,31.2809841,0.480090529,0.408577144,0.071513385
21162,121.5880156,31.27843293,0.356495606,0.278053395,0.078442211
21163,121.5883882,31.2788024,0.35359469,0.309880388,0.043714302
21164,121.5887596,31.279173,0.638384475,0.514853468,0.123531007
21166,121.5894989,31.27991779,0.754035417,0.644891329,0.109144088
21167,121.5880574,31.27774281,0.632124861,0.360643922,0.271480939
21168,121.5884791,31.2774285,0.359513742,0.305623968,0.053889774
21169,121.5888952,31.27710767,0.538472523,0.33769141,0.200781113
21170,121.5893059,31.27677982,0.567349095,0.37928584,0.188063255
21171,121.589714,31.27644846,0.644649094,0.417705464,0.22694363
21180,121.584915,31.28017237,0.650765235,0.4933104,0.157454835
21181,121.5853353,31.27985636,0.601509556,0.470339179,0.131170377
21182,121.5857491,31.27953178,0.585781216,0.399638466,0.18614275
21183,121.586163,31.2792072,0.611602499,0.417048695,0.194553804
21184,121.5865769,31.27888263,0.555625915,0.360205934,0.195419981
21186,121.587417,31.27824959,0.454295419,0.322486173,0.131809246
21195,121.5844127,31.28165453,0.688550439,0.574880876,0.113669563
21196,121.5844138,31.28112856,0.726360184,0.610265853,0.116094331
21198,121.58416,31.28165244,0.688582734,0.596297523,0.092285211
21199,121.584146,31.28112702,0.540393218,0.453887983,0.086505235
21209,121.5897155,31.28222473,0.436264881,0.444282841,-0.00801796
21210,121.5920213,31.27862651,0.567275058,0.492594741,0.074680317
21211,121.5924715,31.27835495,0.596414393,0.511973716,0.084440677
21212,121.5929148,31.27807292,0.532622265,0.495659646,0.036962619
21213,121.593356,31.27778752,0.585361819,0.516174768,0.069187051
21214,121.5937994,31.2775054,0.599535904,0.476845916,0.122689988
21215,121.5942415,31.27722134,0.47652333,0.347522626,0.129000704
21216,121.5919423,31.27927819,0.594639953,0.479551518,0.115088435
21217,121.5923628,31.27958729,0.486812173,0.648895446,-0.162083273
21218,121.592869,31.27971373,0.55978924,0.567434787,-0.007645547
21219,121.5933946,31.27972404,0.523505092,0.555379526,-0.031874434
21220,121.5939205,31.27972476,0.591703614,0.6766442,-0.084940586
21221,121.5944465,31.27972548,0.54330153,0.59825335,-0.05495182
21222,121.5949718,31.27975031,0.451160841,0.424129847,0.027030994
21223,121.590092,31.27981951,0.631625091,0.526035379,0.105589712
21225,121.590991,31.27927911,0.667303833,0.604446199,0.062857634
21226,121.5914442,31.27901469,0.442486762,0.376712602,0.06577416
